,Geografico,Região,2017,2018,2019,2020,2021
2,NUTS II,Norte,25.3,23.7,25.0,14.9,17.5
97,NUTS II,Centro,19.5,18.5,19.9,11.3,13.7
206,NUTS II,Área Metropolitana de Lisboa,25.1,24.4,25.5,15.0,18.3
226,NUTS II,Alentejo,22.0,20.5,21.3,11.1,13.6
290,NUTS II,Algarve,18.9,16.8,17.8,10.3,12.8
309,NUTS II,Região Autónoma dos Açores,26.1,22.7,25.2,13.2,18.2
339,NUTS II,Região Autónoma da Madeira,16.2,15.2,16.1,9.2,11.3
